movieId,title,genres
2001,lethal weapon,action comedy crime drama
2002,lethal weapon,action comedy crime drama
2003,gremlins,comedy horror
2004,gremlins the new batch,comedy horror
2005,goonies the,action adventure children comedy fantasy
2006,mask of zorro the,action comedy romance
2007,polish wedding,comedy
2009,soylent green,drama mystery sci fi thriller
2010,metropolis,drama sci fi
2011,back to the future part ii,adventure comedy sci fi
2012,back to the future part iii,adventure comedy sci fi western
2013,poseidon adventure the,action adventure drama
2014,freaky friday,children comedy fantasy
2015,absent minded professor the,children comedy fantasy
2016,apple dumpling gang rides again the,children comedy western
2017,babes in toyland,children fantasy musical
2018,bambi,animation children drama
2019,seven samurai,action adventure drama
2020,dangerous liaisons,drama romance
2021,dune,adventure sci fi
2022,last temptation of christ the,drama
2023,godfather part iii the,crime drama mystery thriller
2024,rapture the,drama mystery
2025,lolita,drama romance
2026,disturbing behavior,horror thriller
2027,jane austen s mafia,comedy crime
2028,saving private ryan,action drama war
2029,billy s hollywood screen kiss,comedy romance
2030,east palace west palace,drama
2031,million dollar duck the,children comedy
2032,barefoot executive the,children comedy
2033,black cauldron the,adventure animation children fantasy
2034,black hole the,children sci fi
2035,blackbeard s ghost,children comedy
2036,blank check,children comedy
2037,candleshoe,adventure children comedy
2038,cat from outer space the,children comedy sci fi
2040,computer wore tennis shoes the,children comedy
2041,condorman,action adventure children comedy
2042,the mighty ducks,children comedy
2043,darby o gill and the little people,adventure children fantasy
2044,devil and max devlin the,comedy fantasy
2045,far off place a,adventure children drama romance
2046,flight of the navigator,adventure children sci fi
2048,great mouse detective the,action animation children crime
2049,happiest millionaire the,comedy musical
2050,herbie goes bananas,adventure children comedy
2051,herbie goes to monte carlo,adventure children comedy
2052,hocus pocus,children comedy fantasy horror
2053,honey i blew up the kid,children comedy sci fi
2054,honey i shrunk the kids,adventure children comedy fantasy sci fi
2055,hot lead and cold feet,action comedy western
2056,in search of the castaways,adventure children
2057,incredible journey the,adventure children
2058,negotiator the,action crime drama mystery thriller
2059,parent trap the,children comedy romance
2060,baseketball,comedy
2061,full tilt boogie,documentary
2062,governess the,drama romance
2064,roger me,documentary
2065,purple rose of cairo the,comedy drama fantasy romance
2066,out of the past,film noir
2067,doctor zhivago,drama romance war
2068,fanny and alexander,drama fantasy mystery
2069,trip to bountiful the,drama
2070,tender mercies,drama romance western
2071,and the band played on,drama
2072,burbs the,comedy
2073,fandango,comedy
2074,night porter the,crime drama romance
2075,mephisto,drama war
2076,blue velvet,drama mystery thriller
2077,journey of natty gann the,adventure children
2078,jungle book the,animation children comedy musical
2079,kidnapped,adventure children drama
2080,lady and the tramp,animation children comedy romance
2081,little mermaid the,animation children comedy musical romance
2082,mighty ducks the,children comedy
2083,muppet christmas carol the,children comedy musical
2084,newsies,children musical
2085,dalmatians,adventure animation children
2086,one magic christmas,drama fantasy
2087,peter pan,animation children fantasy musical
2088,popeye,adventure comedy musical
2089,rescuers down under the,adventure animation children
2090,rescuers the,adventure animation children crime drama
2091,return from witch mountain,children sci fi
2092,return of jafar the,adventure animation children fantasy musical romance
2093,return to oz,adventure children fantasy
2094,rocketeer the,action adventure sci fi
2095,shaggy d a the,children comedy
2096,sleeping beauty,animation children musical
2097,something wicked this way comes,children drama fantasy mystery thriller
2098,son of flubber,children comedy
2099,song of the south,adventure animation children musical
2100,splash,comedy fantasy romance
2101,squanto a warrior s tale,adventure drama
2102,steamboat willie,animation children comedy musical
2103,tall tale,adventure children fantasy western
2104,tex,drama
2105,tron,action adventure sci fi
2106,swing kids,drama war
2107,halloween years later,horror thriller
2108,l a story,comedy romance
2109,jerk the,comedy
2110,dead men don t wear plaid,comedy crime thriller
2111,man with two brains the,comedy
2112,grand canyon,crime drama
2113,graveyard shift,horror thriller
2114,outsiders the,drama
2115,indiana jones and the temple of doom,action adventure fantasy
2116,lord of the rings the,adventure animation children fantasy
2117,,drama sci fi
2118,dead zone the,thriller
2119,maximum overdrive,horror
2120,needful things,drama horror
2121,cujo,horror thriller
2122,children of the corn,horror thriller
2123,all dogs go to heaven,animation children comedy drama fantasy
2124,addams family the,children comedy fantasy
2125,ever after a cinderella story,comedy drama romance
2126,snake eyes,action crime mystery thriller
2130,atlantic city,crime drama romance
2131,autumn sonata,drama
2132,who s afraid of virginia woolf,drama
2133,adventures in babysitting,adventure comedy
2134,weird science,comedy fantasy sci fi
2135,doctor dolittle,adventure children musical
2136,nutty professor the,comedy sci fi
2137,charlotte s web,animation children
2138,watership down,adventure animation children drama fantasy
2139,secret of nimh the,adventure animation children drama
2140,dark crystal the,adventure fantasy
2141,american tail an,adventure animation children comedy
2142,american tail fievel goes west an,adventure animation children musical western
2143,legend,adventure fantasy romance
2144,sixteen candles,comedy romance
2145,pretty in pink,comedy drama romance
2146,st elmo s fire,drama romance
2147,clan of the cave bear the,adventure drama fantasy
2148,house,comedy fantasy horror
2149,house ii the second story,comedy fantasy horror
2150,gods must be crazy the,adventure comedy
2151,gods must be crazy ii the,comedy
2152,air bud golden receiver,children comedy
2153,avengers the,action adventure
2154,how stella got her groove back,drama romance
2155,slums of beverly hills the,comedy drama
2157,chambermaid on the titanic the,romance
2158,henry portrait of a serial killer part,crime horror
2159,henry portrait of a serial killer,crime horror thriller
2160,rosemary s baby,drama horror thriller
2161,neverending story the,adventure children fantasy
2162,neverending story ii the next chapter the,adventure children fantasy
2163,attack of the killer tomatoes,comedy horror
2164,surf nazis must die,action comedy drama horror
2165,your friends and neighbors,comedy drama
2166,return to paradise,crime drama romance thriller
2167,blade,action horror thriller
2168,dance with me,drama romance
2169,dead man on campus,comedy
2170,wrongfully accused,action comedy
2171,next stop wonderland,comedy drama romance
2172,strike,comedy drama
2173,navigator a mediaeval odyssey the,adventure fantasy sci fi
2174,beetlejuice,comedy fantasy
2176,rope,crime drama thriller
2177,family plot,comedy thriller
2178,frenzy,thriller
2179,topaz,thriller
2180,torn curtain,thriller
2181,marnie,drama mystery romance thriller
2182,wrong man the,drama film noir thriller
2183,man who knew too much the,adventure drama mystery thriller
2184,trouble with harry the,comedy mystery
2185,i confess,thriller
2186,strangers on a train,crime drama film noir thriller
2187,stage fright,mystery romance thriller
2188,,drama
2189,i married a strange person,animation comedy fantasy sci fi
2190,why do fools fall in love,drama
2191,merry war a,comedy
2192,see the sea,thriller
2193,willow,action adventure fantasy
2194,untouchables the,action crime drama
2195,dirty work,comedy
2196,knock off,action
2197,firelight,drama
2200,under capricorn,drama
2201,paradine case the,drama
2202,lifeboat,drama war
2203,shadow of a doubt,crime drama thriller
2204,saboteur,mystery thriller
2205,mr mrs smith,comedy romance
2206,suspicion,film noir mystery thriller
2207,jamaica inn,drama
2208,lady vanishes the,drama mystery thriller
2209,young and innocent,crime thriller
2210,sabotage,thriller
2211,secret agent,thriller
2212,man who knew too much the,drama thriller
2215,rich and strange,comedy romance
2221,blackmail,drama thriller
2222,champagne,comedy
2227,lodger a story of the london fog the,crime drama thriller
2231,rounders,drama
2232,cube,horror mystery sci fi thriller
2236,simon birch,drama
2237,without limits,drama
2238,seven beauties,comedy drama
2239,swept away,comedy drama
2240,my bodyguard,drama
2243,broadcast news,comedy drama romance
2245,working girl,comedy drama romance
2247,married to the mob,comedy
2248,say anything,comedy drama romance
2249,my blue heaven,comedy
2250,men don t leave,drama
2252,hero,comedy drama
2253,toys,comedy fantasy
2254,choices,drama
2255,young doctors in love,comedy
2258,master the,action
2259,blame it on rio,comedy romance
2261,one crazy summer,comedy
2262,about last night,comedy drama romance
2263,seventh sign the,drama fantasy thriller
2264,we re no angels,comedy crime
2265,nothing but trouble,adventure comedy
2266,butcher s wife the,comedy romance
2267,mortal thoughts,mystery thriller
2268,few good men a,crime drama thriller
2269,indecent proposal,drama romance
2271,permanent midnight,drama
2272,one true thing,drama
2273,rush hour,action comedy crime thriller
2275,six string samurai,action adventure sci fi
2276,soldier s daughter never cries a,drama
2278,ronin,action crime thriller
2279,urban legend,horror thriller
2280,clay pigeons,crime
2282,pecker,comedy drama
2283,sheltering sky the,drama
2284,bandit queen,drama
2285,if,drama
2287,them,horror sci fi thriller
2288,thing the,action horror sci fi thriller
2289,player the,comedy crime drama
2290,stardust memories,comedy drama
2291,edward scissorhands,drama fantasy romance
2293,shadrach,drama
2294,antz,adventure animation children comedy fantasy
2295,impostors the,comedy
2296,night at the roxbury a,comedy
2297,what dreams may come,adventure drama fantasy romance
2300,producers the,comedy
2301,history of the world part i,comedy musical
2302,my cousin vinny,comedy
2303,nashville,drama musical
2305,slam,drama
2306,holy man,comedy
2307,one tough cop,action crime
2310,mighty the,drama
2311,the year we make contact,sci fi
2312,children of a lesser god,drama
2313,elephant man the,drama
2314,beloved,drama
2315,bride of chucky,comedy horror thriller
2316,practical magic,drama fantasy mystery romance
2318,happiness,comedy drama
2320,apt pupil,drama thriller
2321,pleasantville,comedy drama fantasy
2322,soldier,action sci fi war
2323,cruise the,documentary
2324,life is beautiful,comedy drama romance war
2325,orgazmo,comedy
2326,shattered image,drama thriller
2327,tales from the darkside the movie,fantasy horror thriller
2328,vampires,horror western
2329,american history x,crime drama
2330,hands on a hard body,comedy documentary
2331,living out loud,comedy drama romance
2333,gods and monsters,drama
2334,siege the,action thriller
2335,waterboy the,comedy
2336,elizabeth,drama
2337,velvet goldmine,drama
2338,i still know what you did last summer,horror mystery thriller
2339,i ll be home for christmas,comedy romance
2340,meet joe black,romance
2342,hard core logo,comedy drama
2344,runaway train,action adventure drama thriller
2345,desert bloom,drama
2346,stepford wives the,mystery sci fi thriller
2347,pope of greenwich village the,drama
2348,sid and nancy,drama
2349,mona lisa,comedy thriller
2350,heart condition,comedy
2351,nights of cabiria,drama
2352,big chill the,comedy drama
2353,enemy of the state,action thriller
2354,rugrats movie the,animation children comedy
2355,bug s life a,adventure animation children comedy
2356,celebrity,comedy
2357,central station,drama
2358,savior,drama war
2359,waking ned devine,comedy
2360,celebration the,drama
2361,pink flamingos,comedy
2362,glen or glenda,drama
2363,godzilla,drama horror sci fi
2364,godzilla the legend is reborn,action horror sci fi thriller
2365,king kong vs godzilla,action sci fi
2366,king kong,action adventure fantasy horror
2367,king kong,adventure fantasy romance sci fi thriller
2368,king kong lives,adventure sci fi
2369,desperately seeking susan,comedy drama romance
2370,emerald forest the,action adventure drama
2371,fletch,comedy crime mystery
2372,fletch lives,comedy
2373,red sonja,action adventure fantasy
2374,gung ho,comedy drama
2375,money pit the,comedy
2376,view to a kill a,action adventure thriller
2377,lifeforce,horror sci fi
2378,police academy,comedy crime
2379,police academy their first assignment,comedy crime
2380,police academy back in training,comedy crime
2381,police academy citizens on patrol,comedy crime
2382,police academy assignment miami beach,comedy crime
2383,police academy city under siege,comedy crime
2384,babe pig in the city,adventure children drama
2385,home fries,comedy romance
2386,jerry springer ringmaster,comedy drama
2387,very bad things,comedy crime
2389,psycho,crime horror thriller
2390,little voice,comedy
2391,simple plan a,crime drama thriller
2392,jack frost,children comedy drama
2393,star trek insurrection,action drama romance sci fi
2394,prince of egypt the,animation musical
2395,rushmore,comedy drama
2396,shakespeare in love,comedy drama romance
2398,miracle on street,comedy drama
2399,santa claus the movie,adventure children fantasy
2400,prancer,children drama fantasy
2401,pale rider,western
2402,rambo first blood part ii,action adventure thriller
2403,first blood,action adventure drama thriller
2404,rambo iii,action adventure thriller war
2405,jewel of the nile the,action adventure comedy romance
2406,romancing the stone,action adventure comedy romance
2407,cocoon,comedy sci fi
2408,cocoon the return,comedy sci fi
2409,rocky ii,action drama
2410,rocky iii,action drama
2411,rocky iv,action drama
2412,rocky v,action drama
2413,clue,comedy crime mystery thriller
2414,young sherlock holmes,action adventure children fantasy mystery thriller
2415,violets are blue,drama romance
2416,back to school,comedy
2417,heartburn,comedy drama
2418,nothing in common,comedy
2419,extremities,drama thriller
2420,karate kid the,drama
2421,karate kid part ii the,action adventure drama
2422,karate kid part iii the,action adventure children drama
2423,christmas vacation,comedy
2424,you ve got mail,comedy romance
2425,general the,crime
2426,theory of flight the,comedy drama romance
2427,thin red line the,action drama war
2428,faculty the,horror sci fi
2429,mighty joe young,action adventure drama fantasy thriller
2430,mighty joe young,adventure children drama
2431,patch adams,comedy drama
2432,stepmom,drama
2433,civil action a,drama
2434,down in the delta,drama
2435,hurlyburly,drama
2436,tea with mussolini,comedy drama war
2437,wilde,drama
2439,affliction,drama
2440,another day in paradise,drama
2441,hi lo country the,drama romance western
2442,hilary and jackie,drama
2443,playing by heart,drama romance
2444,twenty four seven,comedy drama
2445,at first sight,drama
2446,in dreams,horror thriller
2447,varsity blues,comedy drama
2448,virus,horror sci fi
2449,garbage pail kids movie the,adventure children comedy
2450,howard the duck,adventure comedy sci fi
2451,gate the,horror
2453,boy who could fly the,drama fantasy
2454,fly the,horror mystery sci fi
2455,fly the,drama horror sci fi thriller
2456,fly ii the,horror sci fi
2457,running scared,action comedy
2458,armed and dangerous,comedy crime
2459,texas chainsaw massacre the,horror
2460,texas chainsaw massacre the,horror
2461,leatherface texas chainsaw massacre iii,comedy horror thriller
2462,texas chainsaw massacre the next generation,horror
2463,ruthless people,comedy
2465,deadly friend,horror
2467,name of the rose the,crime drama mystery thriller
2468,jumpin jack flash,action comedy romance thriller
2469,peggy sue got married,comedy drama
2470,crocodile dundee,adventure comedy
2471,crocodile dundee ii,action adventure comedy
2472,tough guys,comedy
2473,soul man,comedy
2474,color of money the,drama
2475,pick up,action mystery thriller
2476,heartbreak ridge,action war
2477,firewalker,adventure
2478,three amigos,comedy western
2479,gloria,drama thriller
2481,my name is joe,drama romance
2482,still crazy,comedy romance
2483,day of the beast the,adventure comedy thriller
2485,she s all that,comedy romance
2488,peeping tom,drama horror thriller
2489,spanish fly,drama
2490,payback,action thriller
2491,simply irresistible,comedy romance
2492,dates,comedy romance
2495,fantastic planet the,animation sci fi
2496,blast from the past,comedy romance
2497,message in a bottle,romance
2498,my favorite martian,comedy sci fi
2499,god said ha,comedy
2500,jawbreaker,comedy
2501,october sky,drama
2502,office space,comedy crime
2504,cigarettes,comedy drama
2505,,drama mystery thriller
2506,other sister the,comedy drama romance
2507,breakfast of champions,comedy sci fi
2511,long goodbye the,crime film noir
2513,pet sematary,horror
2514,pet sematary ii,comedy horror
2515,children of the corn ii the final sacrifice,horror
2516,children of the corn iii,horror
2517,christine,horror
2518,night shift,comedy
2519,house on haunted hill,drama horror thriller
2520,airport,drama
2521,airport,action drama thriller
2522,airport,drama
2524,towering inferno the,action adventure drama thriller
2525,alligator,action horror sci fi
2527,westworld,action sci fi thriller western
2528,logan s run,action adventure sci fi
2529,planet of the apes,action drama sci fi
2530,beneath the planet of the apes,action sci fi
2531,battle for the planet of the apes,action sci fi
2532,conquest of the planet of the apes,action sci fi
2533,escape from the planet of the apes,action sci fi
2534,avalanche,action
2535,earthquake,action drama thriller
2536,concorde airport the,drama
2537,beyond the poseidon adventure,adventure
2539,analyze this,comedy
2540,corruptor the,action crime drama thriller
2541,cruel intentions,drama
2542,lock stock two smoking barrels,comedy crime thriller
2544,school of flesh the,drama romance
2545,relax it s just sex,comedy
2546,deep end of the ocean the,drama
2548,rage carrie the,horror
2549,wing commander,action sci fi
2550,haunting the,horror thriller
2551,dead ringers,drama horror thriller
2552,my boyfriend s back,comedy
2553,village of the damned,horror sci fi thriller
2554,children of the damned,horror sci fi thriller
2555,baby geniuses,comedy
2558,forces of nature,comedy romance
2559,king and i the,animation children
2560,ravenous,horror thriller
2561,true crime,crime thriller
2562,bandits,drama
2563,dangerous beauty,drama
2565,king and i the,drama musical romance
2567,edtv,comedy
2568,mod squad the,action crime
2569,among giants,comedy drama romance
2570,walk on the moon a,drama romance
2571,matrix the,action sci fi thriller
2572,things i hate about you,comedy romance
2573,tango,drama musical
2574,out of towners the,comedy
2575,dreamlife of angels the,drama
2577,metroland,comedy drama
2579,following,crime mystery thriller
2580,go,comedy crime
2581,never been kissed,comedy romance
2582,twin dragons,action comedy
2583,cookie s fortune,comedy drama
2585,lovers of the arctic circle the,drama romance
2586,goodbye lover,comedy crime thriller
2587,life,comedy crime drama
2589,friends lovers,comedy drama romance
2590,hideous kinky,drama
2593,monster the,comedy
2594,open your eyes,drama romance sci fi thriller
2596,slc punk,comedy drama
2597,lost found,comedy romance
2598,pushing tin,comedy
2599,election,comedy
2600,existenz,action sci fi thriller
2605,entrapment,crime thriller
2606,idle hands,comedy horror
2607,get real,drama romance
2609,king of masks the,drama
2610,three seasons,drama
2611,winslow boy the,drama
2612,mildred pierce,drama film noir
2613,night of the comet,comedy horror sci fi
2614,chopping mall,action horror sci fi
2615,my science project,adventure sci fi
2616,dick tracy,action crime
2617,mummy the,action adventure comedy fantasy horror thriller
2618,castle the,comedy
2620,this is my father,drama romance
2621,xiu xiu the sent down girl,drama
2622,william shakespeare s a midsummer night s dream,comedy fantasy
2624,after life,drama fantasy
2625,black mask,action adventure crime sci fi thriller
2626,edge of seventeen,comedy drama romance
2628,star wars episode i the phantom menace,action adventure sci fi
2629,love letter the,comedy romance
2633,mummy the,horror romance
2634,mummy the,horror
2635,mummy s curse the,horror
2636,mummy s ghost the,horror
2637,mummy s hand the,horror
2638,mummy s tomb the,horror
2639,mommie dearest,drama
2640,superman,action adventure sci fi
2641,superman ii,action sci fi
2642,superman iii,action adventure sci fi
2643,superman iv the quest for peace,action adventure sci fi
2644,dracula,horror
2647,house of frankenstein,horror
2648,frankenstein,drama horror sci fi
2649,son of frankenstein,horror
2650,ghost of frankenstein the,horror
2651,frankenstein meets the wolf man,horror
2652,curse of frankenstein the,horror
2654,wolf man the,drama fantasy horror
2655,howling ii your sister is a werewolf,horror
2656,tarantula,horror sci fi
2657,rocky horror picture show the,comedy horror musical sci fi
2659,it came from hollywood,comedy documentary
2660,thing from another world the,horror sci fi
2661,it came from outer space,sci fi
2662,war of the worlds the,action drama sci fi
2663,it came from beneath the sea,sci fi
2664,invasion of the body snatchers,horror sci fi thriller
2665,earth vs the flying saucers,sci fi
2666,it conquered the world,sci fi
2667,mole people the,horror sci fi
2668,swamp thing,horror sci fi
2669,pork chop hill,war
2670,run silent run deep,war
2671,notting hill,comedy romance
2672,thirteenth floor the,drama sci fi thriller
2673,eternity and a day,drama
2674,loss of sexual innocence the,drama fantasy
2676,instinct,drama thriller
2677,buena vista social club,documentary musical
2678,desert blue,drama
2681,free enterprise,comedy romance sci fi
2682,limbo,drama
2683,austin powers the spy who shagged me,action adventure comedy
2686,red violin the,drama mystery
2687,tarzan,adventure animation children drama
2688,general s daughter the,crime drama mystery thriller
2689,get bruce,documentary
2690,ideal husband an,comedy romance
2691,legend of the,drama
2692,run lola run,action crime
2693,trekkies,documentary
2694,big daddy,comedy
2695,boys the,drama
2696,dinner game the,comedy
2697,my son the fanatic,comedy drama romance
2698,zone,sci fi
2699,arachnophobia,comedy horror
2700,south park bigger longer and uncut,animation comedy musical
2701,wild wild west,action comedy sci fi western
2702,summer of sam,drama
2703,broken vessels,drama
2706,american pie,comedy romance
2707,arlington road,thriller
2708,autumn tale an,romance
2709,muppets from space,children comedy
2710,blair witch project the,drama horror thriller
2711,my life so far,drama
2712,eyes wide shut,drama mystery thriller
2713,lake placid,horror thriller
2715,velocity of gary the,comedy romance
2716,ghostbusters,action comedy sci fi
2717,ghostbusters ii,comedy fantasy sci fi
2718,drop dead gorgeous,comedy
2719,haunting the,horror thriller
2720,inspector gadget,action adventure children comedy
2721,trick,comedy romance
2722,deep blue sea,action horror sci fi thriller
2723,mystery men,action comedy fantasy
2724,runaway bride,comedy romance
2725,twin falls idaho,drama
2726,killing the,crime film noir
2727,killer s kiss,crime film noir
2728,spartacus,action drama romance war
2729,lolita,drama romance
2730,barry lyndon,drama romance war
2731,blows the,crime drama
2732,jules and jim,drama romance
2733,vibes,adventure comedy romance
2734,mosquito coast the,adventure drama thriller
2735,golden child the,action adventure comedy fantasy mystery
2736,brighton beach memoirs,comedy
2737,assassination,action drama thriller
2738,crimes of the heart,comedy drama
2739,color purple the,drama
2741,no mercy,action crime thriller
2745,mission the,drama
2746,little shop of horrors,comedy horror musical
2747,little shop of horrors the,comedy horror
2748,allan quatermain and the lost city of gold,action adventure comedy
2749,morning after the,drama mystery
2750,radio days,comedy drama
2752,outrageous fortune,comedy mystery
2753,bedroom window the,thriller
2757,frances,drama
2758,plenty,drama
2759,dick,comedy
2760,gambler the,drama
2761,iron giant the,adventure animation children drama sci fi
2762,sixth sense the,drama horror mystery
2763,thomas crown affair the,action mystery
2764,thomas crown affair the,crime drama romance thriller
2765,acid house the,comedy drama
2766,adventures of sebastian cole the,comedy drama
2767,illuminata,comedy
2769,yards the,crime drama
2770,bowfinger,comedy
2771,brokedown palace,drama
2772,detroit rock city,comedy
2774,better than chocolate,comedy romance
2775,head on,drama
2777,cobra,drama
2778,never talk to strangers,crime drama romance thriller
2779,heaven can wait,comedy
2780,raven the,comedy horror
2781,tingler the,horror
2782,pit and the pendulum,horror
2786,haunted honeymoon,comedy
2787,cat s eye,horror
2788,monty python s and now for something completely different,comedy
2789,damien omen ii,horror
2790,final conflict the,horror thriller
2791,airplane,comedy
2792,airplane ii the sequel,comedy
2793,american werewolf in paris an,comedy horror romance thriller
2794,european vacation,adventure comedy romance
2795,national lampoon s vacation,comedy
2796,funny farm,comedy
2797,big,comedy drama fantasy romance
2798,problem child,children comedy
2799,problem child,comedy
2800,little nemo adventures in slumberland,adventure animation children drama fantasy
2801,oscar and lucinda,drama romance
2802,tequila sunrise,action drama romance thriller
2803,pelican brief the,crime drama mystery romance thriller
2804,christmas story a,children comedy
2805,mickey blue eyes,comedy romance
2806,teaching mrs tingle,comedy thriller
2807,universal soldier the return,action sci fi
2808,universal soldier,action sci fi
2809,love stinks,comedy
2810,perfect blue,animation horror mystery thriller
2812,in too deep,action thriller
2815,iron eagle,action war
2816,iron eagle ii,action war
2817,aces iron eagle iii,action
2818,iron eagle iv,action war
2819,three days of the condor,drama mystery romance thriller
2822,medicine man,adventure romance
2826,warrior the,action adventure fantasy
2827,astronaut s wife the,horror sci fi thriller
2828,dudley do right,children comedy
2829,muse the,comedy
2830,cabaret balkan,drama
2832,lost son the,drama
2833,lucie aubrac,romance war
2834,very thought of you the,comedy romance
2835,chill factor,action adventure comedy thriller
2836,outside providence,comedy
2837,bedrooms hallways,comedy romance
2840,stigmata,drama thriller
2841,stir of echoes,horror mystery thriller
2843,black cat white cat,comedy romance
2844,minus man the,drama mystery
2846,adventures of milo and otis the,adventure children comedy drama
2847,only angels have wings,adventure drama romance
2848,othello,drama
2851,saturn,adventure sci fi thriller
2852,soldier s story a,drama
2856,i saw what you did,thriller
2857,yellow submarine,adventure animation comedy fantasy musical
2858,american beauty,drama romance
2859,stop making sense,documentary musical
2860,blue streak,comedy
2861,for love of the game,comedy drama
2862,caligula,drama
2863,hard day s night a,adventure comedy musical
2864,splendor,comedy
2865,sugar town,comedy
2866,buddy holly story the,drama
2867,fright night,comedy horror thriller
2868,fright night part ii,horror
2870,barefoot in the park,comedy
2871,deliverance,adventure drama thriller
2872,excalibur,adventure fantasy
2873,lulu on the bridge,drama mystery romance
2874,pajama game the,comedy musical romance
2875,sommersby,drama mystery romance
2876,thumbelina,animation children fantasy
2877,tommy,musical
2878,hell night,horror
2879,armour of god ii operation condor,action adventure comedy
2880,armour of god,action adventure comedy
2881,double jeopardy,action crime drama thriller
2882,jakob the liar,drama
2883,mumford,comedy drama
2884,dog park,comedy romance
2885,guinevere,drama romance
2886,adventures of elmo in grouchland the,children comedy
2887,simon sez,action comedy
2888,drive me crazy,comedy romance
2889,mystery alaska,comedy drama
2890,three kings,action adventure comedy drama war
2891,happy texas,comedy
2893,plunkett macleane,action adventure drama
2894,romance,drama romance
2896,alvarez kelly,western
2898,dark half the,horror mystery
2899,gulliver s travels,adventure animation children
2900,monkey shines,horror sci fi
2901,phantasm,horror sci fi
2902,psycho ii,horror mystery thriller
2903,psycho iii,horror thriller
2905,sanjuro,action adventure drama
2906,random hearts,drama romance
2907,superstar,comedy
2908,boys don t cry,drama
2912,limey the,crime drama thriller
2915,risky business,comedy
2916,total recall,action adventure sci fi thriller
2917,body heat,crime thriller
2918,ferris bueller s day off,comedy
2919,year of living dangerously the,drama romance war
2920,children of paradise,drama romance
2921,high plains drifter,western
2922,hang em high,crime drama western
2924,drunken master,action comedy
2925,conformist the,drama
2926,hairspray,comedy drama
2927,brief encounter,drama romance
2928,razor s edge the,drama
2929,reds,drama romance
2931,time of the gypsies,comedy crime drama fantasy
2932,days of heaven,drama
2934,amor brujo el,drama musical
2935,lady eve the,comedy romance
2936,sullivan s travels,adventure comedy romance
2937,palm beach story the,comedy
2938,man facing southeast,drama sci fi
2939,niagara,drama thriller
2940,gilda,drama film noir mystery romance
2941,south pacific,musical romance war
2942,flashdance,drama romance
2943,indochine,drama romance
2944,dirty dozen the,action drama war
2945,mike s murder,mystery
2946,help,comedy musical
2947,goldfinger,action adventure thriller
2948,from russia with love,action adventure thriller
2949,dr no,action adventure thriller
2950,blue lagoon the,adventure drama romance
2951,fistful of dollars a,action western
2952,sydney,crime drama thriller
2953,home alone lost in new york,children comedy
2956,someone to watch over me,action crime thriller
2959,fight club,action crime drama thriller
2961,story of us the,comedy drama
2962,fever pitch,comedy romance
2964,julien donkey boy,drama
2965,omega code the,action
2966,straight story the,adventure drama
2967,bad seed the,drama thriller
2968,time bandits,adventure comedy fantasy sci fi
2969,man and a woman a,drama romance
2970,fitzcarraldo,adventure drama
2971,all that jazz,drama fantasy musical
2972,red sorghum,drama war
2973,crimes and misdemeanors,comedy crime drama
2974,bats,horror thriller
2975,best man the,comedy drama
2976,bringing out the dead,drama
2977,crazy in alabama,comedy drama
2978,three to tango,comedy romance
2979,body shots,drama
2983,ipcress file the,thriller
2984,on any sunday,documentary
2985,robocop,action crime drama sci fi thriller
2986,robocop,action crime sci fi thriller
2987,who framed roger rabbit,adventure animation children comedy crime fantasy mystery
2988,melvin and howard,drama
2989,for your eyes only,action adventure thriller
2990,licence to kill,action adventure thriller
2991,live and let die,action adventure thriller
2992,rawhead rex,horror thriller
2993,thunderball,action adventure thriller
2995,house on haunted hill,horror thriller
2996,music of the heart,drama
2997,being john malkovich,comedy drama fantasy
3000,princess mononoke,action adventure animation drama fantasy
3003,train of life,comedy drama romance war
3004,bachelor the,comedy romance
3005,bone collector the,thriller
3006,insider the,drama thriller
3007,american movie,documentary
3008,last night,drama sci fi
3010,rosetta,drama
3011,they shoot horses don t they,drama
3013,bride of re animator,comedy horror
3015,coma,thriller
3016,creepshow,horror
3017,creepshow,horror
3018,re animator,comedy horror sci fi
3019,drugstore cowboy,crime drama
3020,falling down,action drama
3021,funhouse the,horror
3022,general the,comedy war
3024,piranha,horror sci fi
3026,slaughterhouse,comedy horror
3028,taming of the shrew the,comedy
3029,nighthawks,action drama
3030,yojimbo,action adventure
3031,repossessed,comedy
3032,omega man the,action drama sci fi thriller
3033,spaceballs,comedy sci fi
3034,robin hood,adventure animation children comedy musical
3035,mister roberts,comedy drama war
3036,quest for fire,adventure drama
3037,little big man,western
3038,face in the crowd a,drama
3039,trading places,comedy
3040,meatballs,comedy
3041,meatballs part ii,comedy
3042,meatballs iii,comedy
3043,meatballs,comedy
3044,dead again,mystery romance thriller
3045,peter s friends,comedy drama
3046,incredibly true adventure of two girls in love the,comedy romance
3047,experience preferred but not essential,drama
3048,under the rainbow,comedy
3049,how i won the war,comedy war
3051,anywhere but here,comedy drama
3052,dogma,adventure comedy fantasy
3053,messenger the story of joan of arc the,drama war
3054,pok mon the first movie,adventure animation children fantasy sci fi
3055,felicia s journey,thriller
3056,oxygen,crime drama thriller
3058,ape the,horror sci fi
3060,commitments the,comedy drama musical
3061,holiday inn,comedy musical
3062,longest day the,action drama war
3063,poison ivy,drama thriller
3064,poison ivy new seduction,drama thriller
3066,tora tora tora,action drama war
